date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:36:08	72185/72185	U-----	200	untouched ('OK')	image/svg+xml	etag:%22119f9-5659daec57400%22	http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_0-webfont.svg	./wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_0-webfont/index.svg	(from http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/sfsi-style.css?ver=4.9.10)
14:36:08	25940/25940	---M--	200	added ('OK')	application/font-woff	etag:%226554-5659daec57400%22	http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_0-webfont.woff	./wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_0-webfont/index.woff	(from http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/sfsi-style.css?ver=4.9.10)
14:36:14	45616/45616	---M--	200	added ('OK')	application/font-sfnt	etag:%22b230-5659daec57400%22	http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_0-webfont.ttf	./wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_0-webfont/index.ttf	(from http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/sfsi-style.css?ver=4.9.10)
14:36:23	61324/61324	---M--	200	added ('OK')	application/font-woff	etag:%22ef8c-5659daec57400%22	http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/fonts/helveticaneue-light.woff	./wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/fonts/helveticaneue-light/index.woff	(from http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/sfsi-style.css?ver=4.9.10)
14:36:25	4272/4272	---M--	200	added ('OK')	image/png	etag:%2210b0-5659daec57400%22	http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/images/count_bg.png	./wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/images/count_bg/index.png	(from http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/sfsi-style.css?ver=4.9.10)
14:36:28	11347/11347	---M--	200	added ('OK')	image/jpeg	etag:%222c53-5659daec57400%22	http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/images/check_bg.jpg	./wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/images/check_bg/index.jpg	(from http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/sfsi-style.css?ver=4.9.10)
14:36:31	3441/3441	---M--	200	added ('OK')	image/png	etag:%22d71-5659daec57400%22	http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/images/radio_bg.png	./wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/images/radio_bg/index.png	(from http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/sfsi-style.css?ver=4.9.10)
14:36:34	155452/155452	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2225f3c-5659daec57400%22	http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/fonts/helveticaneue-light.eot	./wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/fonts/helveticaneue-light/index.eot	(from http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/sfsi-style.css?ver=4.9.10)
14:36:34	11200/11200	---M--	200	added ('OK')	image/jpeg	etag:%222bc0-5659daec57400%22	http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/images/select_bg.jpg	./wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/images/select_bg/index.jpg	(from http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/sfsi-style.css?ver=4.9.10)
14:36:36	395993/395993	U-----	200	untouched ('OK')	image/svg+xml	etag:%2260ad9-5659daec57400%22	http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/fonts/helveticaneue-light.svg	./wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/fonts/helveticaneue-light/index.svg	(from http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/sfsi-style.css?ver=4.9.10)
14:36:36	155452/155452	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2225f3c-5659daec57400%22	http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/fonts/helveticaneue-light.eot?	./wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/fonts/helveticaneue-light/index-2.eot	(from http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/sfsi-style.css?ver=4.9.10)
14:36:38	2335/2335	---M--	200	added ('OK')	image/jpeg	etag:%2291f-5659daec57400%22	http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/images/count_bg.jpg	./wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/images/count_bg/index.jpg	(from http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/sfsi-style.css?ver=4.9.10)
14:36:40	155252/155252	---M--	200	added ('OK')	application/font-sfnt	etag:%2225e74-5659daec57400%22	http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/fonts/helveticaneue-light.ttf	./wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/fonts/helveticaneue-light/index.ttf	(from http://wpnick.rfslocal.site/wp-content/plugins/ultimate-social-media-icons/css/sfsi-style.css?ver=4.9.10)
